"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2"
"BMP7_ACVR1","BMP7_ACVR1","BMP7","Bmp7","Acvr1",NA,NA,NA,NA,"celltalkdb_11044210",NA,"Bmp7_Acvr1"
"BMP7_ACVR2A","BMP7_ACVR2A","BMP7","Bmp7","Acvr2a",NA,NA,NA,NA,"celltalkdb_7790373",NA,"Bmp7_Acvr2a"
"BMP7_ACVR2B","BMP7_ACVR2B","BMP7","Bmp7","Acvr2b",NA,NA,NA,NA,"celltalkdb_20385559,18621057",NA,"Bmp7_Acvr2b"
"BMP7_ACVRL1","BMP7_ACVRL1","BMP7","Bmp7","Acvrl1",NA,NA,NA,NA,"celltalkdb_15851468",NA,"Bmp7_Acvrl1"
"BMP7_BMPR1A","BMP7_BMPR1A","BMP7","Bmp7","Bmpr1a",NA,NA,NA,NA,"celltalkdb_7750489,8006002",NA,"Bmp7_Bmpr1a"
"BMP7_BMPR1B","BMP7_BMPR1B","BMP7","Bmp7","Bmpr1b",NA,NA,NA,NA,"celltalkdb_12364567,8006002",NA,"Bmp7_Bmpr1b"
"BMP7_BMPR2","BMP7_BMPR2","BMP7","Bmp7","Bmpr2",NA,NA,NA,NA,"celltalkdb_11044210",NA,"Bmp7_Bmpr2"
"BMP8A_ACVR2A","BMP8A_ACVR2A","BMP8A","Bmp8a","Acvr2a",NA,NA,NA,NA,"celltalkdb_28465413",NA,"Bmp8a_Acvr2a"
"BMP8A_ACVR2B","BMP8A_ACVR2B","BMP8A","Bmp8a","Acvr2b",NA,NA,NA,NA,"celltalkdb_28465413",NA,"Bmp8a_Acvr2b"
"BMP8A_BMPR1A","BMP8A_BMPR1A","BMP8A","Bmp8a","Bmpr1a",NA,NA,NA,NA,"celltalkdb_28465413",NA,"Bmp8a_Bmpr1a"
"BMP8A_BMPR2","BMP8A_BMPR2","BMP8A","Bmp8a","Bmpr2",NA,NA,NA,NA,"celltalkdb_28465413",NA,"Bmp8a_Bmpr2"
"BMP8A_TGFBR1","BMP8A_TGFBR1","BMP8A","Bmp8a","Tgfbr1",NA,NA,NA,NA,"celltalkdb_28465413",NA,"Bmp8a_Tgfbr1"
"BMP8A_TGFBR2","BMP8A_TGFBR2","BMP8A","Bmp8a","Tgfbr2",NA,NA,NA,NA,"celltalkdb_28465413",NA,"Bmp8a_Tgfbr2"
"BMP8B_ACVR2A","BMP8B_ACVR2A","BMP8B","Bmp8b","Acvr2a",NA,NA,NA,NA,"celltalkdb_28465413",NA,"Bmp8b_Acvr2a"
"BMP8B_ACVR2B","BMP8B_ACVR2B","BMP8B","Bmp8b","Acvr2b",NA,NA,NA,NA,"celltalkdb_28465413",NA,"Bmp8b_Acvr2b"
"BMP8B_BMPR1A","BMP8B_BMPR1A","BMP8B","Bmp8b","Bmpr1a",NA,NA,NA,NA,"celltalkdb_28465413",NA,"Bmp8b_Bmpr1a"
"BMP8B_BMPR1B","BMP8B_BMPR1B","BMP8B","Bmp8b","Bmpr1b",NA,NA,NA,NA,"celltalkdb_15621726",NA,"Bmp8b_Bmpr1b"
"BMP8B_BMPR2","BMP8B_BMPR2","BMP8B","Bmp8b","Bmpr2",NA,NA,NA,NA,"celltalkdb_28465413",NA,"Bmp8b_Bmpr2"
"BMP8B_TGFBR2","BMP8B_TGFBR2","BMP8B","Bmp8b","Tgfbr2",NA,NA,NA,NA,"celltalkdb_28465413",NA,"Bmp8b_Tgfbr2"
"BSG_CAV1","BSG_CAV1","BSG","Bsg","Cav1",NA,NA,NA,NA,"celltalkdb_20674741,15201341",NA,"Bsg_Cav1"
"BSG_CD44","BSG_CD44","BSG","Bsg","Cd44",NA,NA,NA,NA,"celltalkdb_26684586",NA,"Bsg_Cd44"
"BSG_ITGB2","BSG_ITGB2","BSG","Bsg","Itgb2",NA,NA,NA,NA,"celltalkdb_17996943",NA,"Bsg_Itgb2"
"BSG_SELE","BSG_SELE","BSG","Bsg","Sele",NA,NA,NA,NA,"celltalkdb_23135911",NA,"Bsg_Sele"
"BSG_SLC16A1","BSG_SLC16A1","BSG","Bsg","Slc16a1",NA,NA,NA,NA,"celltalkdb_22131303",NA,"Bsg_Slc16a1"
"BSG_SLC16A7","BSG_SLC16A7","BSG","Bsg","Slc16a7",NA,NA,NA,NA,"celltalkdb_26208397",NA,"Bsg_Slc16a7"
"BSG_SPN","BSG_SPN","BSG","Bsg","Spn",NA,NA,NA,NA,"celltalkdb_17996943",NA,"Bsg_Spn"
"Bst2_Lilra4","Bst2_Lilra4","BST2","Bst2","Lilra4",NA,NA,NA,NA,"cellphonedb_PMID:19564354",NA,"Bst2_Lira4"
"BTC_EGFR1","BTC_EGFR","BTC","Btc","Egfr",NA,NA,NA,NA,"celltalkdb_27635238, cellphonedb_uniprot",NA,"Btc_Egfr"
"BTC_ERBB2","BTC_ERBB2","BTC","Btc","Erbb2",NA,NA,NA,NA,"celltalkdb_24440602",NA,"Btc_Erbb2"
"BTC_ERBB3","BTC_ERBB3","BTC","Btc","Erbb3",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Btc_Erbb3"
"BTC_ERBB41","BTC_ERBB4","BTC","Btc","Erbb4",NA,NA,NA,NA,"celltalkdb_24440602, cellphonedb_uniprot",NA,"Btc_Erbb4"
"BTLA_TNFRSF141","BTLA_TNFRSF14","BTLA","Btla","Tnfrsf14",NA,NA,NA,NA,"celltalkdb_22437870,19915044",NA,"Btla_Tnfrsf14"
"Btla_Tnfrsf14","Btla_Tnfrsf14","BTLA","Btla","Tnfrsf14",NA,NA,NA,NA,"cellphonedb_PMID:31204070;uniprot",NA,"Btla_Tnr14"
"Cd160_Tnfrsf14","Cd160_Tnfrsf14","Cd160","Cd160","Tnfrsf14",NA,NA,NA,NA,"cellphonedb_PMID:21959263",NA,"By55_Tnr14"
"C1QA_CD93","C1QA_CD93","C1QA","C1qa","Cd93",NA,NA,NA,NA,"celltalkdb_10904115",NA,"C1qa_Cd93"
"C1ql2_Adgrb3","C1ql2_Adgrb3","C1QL2","C1ql2","Adgrb3",NA,NA,NA,NA,"cellphonedb_uniprot;reactome;IUPHAR",NA,"C1ql2_Agrb3"
"C1ql3_Adgrb3","C1ql3_Adgrb3","C1QL3","C1ql3","Adgrb3",NA,NA,NA,NA,"cellphonedb_uniprot;reactome;IUPHAR",NA,"C1ql3_Agrb3"
"C1ql4_Adgrb3","C1ql4_Adgrb3","C1QL4","C1ql4","Adgrb3",NA,NA,NA,NA,"cellphonedb_uniprot;reactome;IUPHAR",NA,"C1ql4_Agrb3"
"Cd93_Ifngr1","Cd93_Ifngr1","Cd93","Cd93","Ifngr1",NA,NA,NA,NA,"cellphonedb_Shilts screen - VALIDATED",NA,"C1qr1_Ingr1"
"C1ql1_Adgrb3","C1ql1_Adgrb3","C1ql1","C1ql1","Adgrb3",NA,NA,NA,NA,"cellphonedb_uniprot;reactome;IUPHAR",NA,"C1qrf_Agrb3"
"C1QTNF5_MFRP","C1QTNF5_MFRP","C1QTNF5","C1qtnf5","Mfrp",NA,NA,NA,NA,"celltalkdb_21810984,17122143",NA,"C1qtnf5_Mfrp"
"C3_C3AR11","C3_C3AR1","C3","C3","C3ar1",NA,NA,NA,NA,"celltalkdb_28928734",NA,"C3_C3ar1"
"C3_C5AR2","C3_C5AR2","C3","C3","C5ar2",NA,NA,NA,NA,"celltalkdb_19025110",NA,"C3_C5ar2"
"C3_CD19","C3_CD19","C3","C3","Cd19",NA,NA,NA,NA,"celltalkdb_15454921,1702139,11120817",NA,"C3_Cd19"
"C3_CD46","C3_CD46","C3","C3","Cd46",NA,NA,NA,NA,"celltalkdb_12640142",NA,"C3_Cd46"
"C3_CD55","C3_CD55","C3","C3","Cd55",NA,NA,NA,NA,"celltalkdb_15536079",NA,"C3_Cd55"
"C3_CD81","C3_CD81","C3","C3","Cd81",NA,NA,NA,NA,"celltalkdb_7542009,15886112",NA,"C3_Cd81"
"C3_CR21","C3_CR2","C3","C3","Cr2",NA,NA,NA,NA,"celltalkdb_1386093,30534123,30513451,9596584",NA,"C3_Cr2"
"C3_ITGAM","C3_ITGAM","C3","C3","Itgam",NA,NA,NA,NA,"celltalkdb_9529329",NA,"C3_Itgam"
"C3_ITGB2","C3_ITGB2","C3","C3","Itgb2",NA,NA,NA,NA,"celltalkdb_7429548,6915077",NA,"C3_Itgb2"
"C3_LRP1","C3_LRP1","C3","C3","Lrp1",NA,NA,NA,NA,"celltalkdb_10608878",NA,"C3_Lrp1"
"CADH1_KLRG1","CADH1_KLRG1","Cdh1","Cdh1","Klrg1",NA,NA,NA,NA,"cellphonedb_PMC3030123",NA,"Cadh1_Klrg1"
"Cdh2_Cdh2","Cdh2_Cdh2","Cdh2","Cdh2","Cdh2",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Cadh2_Cadh2"
"CADH2_FCER2","CADH2_FCER2","Cdh2","Cdh2","Fcer2",NA,NA,NA,NA,"cellphonedb_Shilts screen - VALIDATED",NA,"Cadh2_Fcer2"
"Cdh3_Cdh3","Cdh3_Cdh3","Cdh3","Cdh3","Cdh3",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Cadh3_Cadh3"
"Cdh5_Cdh5","Cdh5_Cdh5","Cdh5","Cdh5","Cdh5",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Cadh5_Cadh5"
"Cdh6_Cdh6","Cdh6_Cdh6","Cdh6","Cdh6","Cdh6",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Cadh6_Cadh6"
"Cdh7_Cdh7","Cdh7_Cdh7","Cdh7","Cdh7","Cdh7",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Cadh7_Cadh7"
"CADM1_CADM11","CADM1_CADM1","CADM1","Cadm1","Cadm1",NA,NA,NA,NA,"cellphonedb_PMID:24503895",NA,"Cadm1_Cadm1"
"Cadm1_Nectin3","Cadm1_Nectin3","CADM1","Cadm1","Nectin3",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Cadm1_Pvrl3"
"CADM3_CADM1","CADM3_CADM1","CADM3","Cadm3","Cadm1",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Cadm3_Cadm1"
"CADM3_CADM4","CADM3_CADM4","CADM3","Cadm3","Cadm4",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Cadm3_Cadm4"
"Cadm3_Epb41l1","Cadm3_Epb41l1","CADM3","Cadm3","Epb41l1",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Cadm3_E41l1"
"Cadm3_Nectin3","Cadm3_Nectin3","CADM3","Cadm3","Nectin3",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Cadm3_Pvrl3"
"CALCA_CALCR1","CALCA_CALCR","CALCA","Calca","Calcr",NA,NA,NA,NA,"celltalkdb_2158663",NA,"Calca_Calcr"
"CALCA_CALCRL1","CALCA_CALCRL","CALCA","Calca","Calcrl",NA,NA,NA,NA,"celltalkdb_32219216",NA,"Calca_Calcrl"
"CALCB_CALCR1","CALCB_CALCR","CALCB","Calcb","Calcr",NA,NA,NA,NA,"cellphonedb_GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)",NA,"Calcb_Calcr"
"CALC_CALCR","CALC_CALCR","Calca","Calca","Calcr",NA,NA,NA,NA,"cellphonedb_uniprot;HMRbase;PMID:7476993",NA,"Calc_Calcr"
"CALM1_ADCY8","CALM1_ADCY8","CALM1","Calm1","Adcy8",NA,NA,NA,NA,"celltalkdb_24071896",NA,"Calm1_Adcy8"
"CALM1_CACNA1C","CALM1_CACNA1C","CALM1","Calm1","Cacna1c",NA,NA,NA,NA,"celltalkdb_19340532",NA,"Calm1_Cacna1c"
"CALM1_CNGA2","CALM1_CNGA2","CALM1","Calm1","Cnga2",NA,NA,NA,NA,"celltalkdb_12626507",NA,"Calm1_Cnga2"
"CALM1_FAS","CALM1_FAS","CALM1","Calm1","Fas",NA,NA,NA,NA,"celltalkdb_30003689",NA,"Calm1_Fas"
"CALM1_GRM4","CALM1_GRM4","CALM1","Calm1","Grm4",NA,NA,NA,NA,"celltalkdb_19822743",NA,"Calm1_Grm4"
"CALM1_KCNN4","CALM1_KCNN4","CALM1","Calm1","Kcnn4",NA,NA,NA,NA,"celltalkdb_32075037",NA,"Calm1_Kcnn4"
"CALM1_KCNQ1","CALM1_KCNQ1","CALM1","Calm1","Kcnq1",NA,NA,NA,NA,"celltalkdb_16556866",NA,"Calm1_Kcnq1"
"CALM1_KCNQ3","CALM1_KCNQ3","CALM1","Calm1","Kcnq3",NA,NA,NA,NA,"celltalkdb_12223552",NA,"Calm1_Kcnq3"
"CALM1_MIP","CALM1_MIP","CALM1","Calm1","Mip",NA,NA,NA,NA,"celltalkdb_23893133",NA,"Calm1_Mip"
"CALM1_MYLK","CALM1_MYLK","CALM1","Calm1","Mylk",NA,NA,NA,NA,"celltalkdb_14597710",NA,"Calm1_Mylk"
"CALM1_OPRM1","CALM1_OPRM1","CALM1","Calm1","Oprm1",NA,NA,NA,NA,"celltalkdb_16446067",NA,"Calm1_Oprm1"
"CALM1_SCN10A","CALM1_SCN10A","CALM1","Calm1","Scn10a",NA,NA,NA,NA,"celltalkdb_16598065",NA,"Calm1_Scn10a"
"CALM1_SCN4A","CALM1_SCN4A","CALM1","Calm1","Scn4a",NA,NA,NA,NA,"celltalkdb_12967988",NA,"Calm1_Scn4a"
"CALM1_SELL","CALM1_SELL","CALM1","Calm1","Sell",NA,NA,NA,NA,"celltalkdb_10677354",NA,"Calm1_Sell"
"CALM1_TRPC5","CALM1_TRPC5","CALM1","Calm1","Trpc5",NA,NA,NA,NA,"celltalkdb_15987684",NA,"Calm1_Trpc5"
"CALM2_ADCY8","CALM2_ADCY8","CALM2","Calm2","Adcy8",NA,NA,NA,NA,"celltalkdb_24071896",NA,"Calm2_Adcy8"
"CALM2_CACNA1C","CALM2_CACNA1C","CALM2","Calm2","Cacna1c",NA,NA,NA,NA,"celltalkdb_19340532",NA,"Calm2_Cacna1c"
"CALM2_GRM7","CALM2_GRM7","CALM2","Calm2","Grm7",NA,NA,NA,NA,"celltalkdb_10488094",NA,"Calm2_Grm7"
"CALM2_KCNQ3","CALM2_KCNQ3","CALM2","Calm2","Kcnq3",NA,NA,NA,NA,"celltalkdb_12223552",NA,"Calm2_Kcnq3"
"CALM2_MYLK","CALM2_MYLK","CALM2","Calm2","Mylk",NA,NA,NA,NA,"celltalkdb_1737757,14597710",NA,"Calm2_Mylk"
"CALM2_SCN10A","CALM2_SCN10A","CALM2","Calm2","Scn10a",NA,NA,NA,NA,"celltalkdb_16598065",NA,"Calm2_Scn10a"
"CALM2_SCN4A","CALM2_SCN4A","CALM2","Calm2","Scn4a",NA,NA,NA,NA,"celltalkdb_12967988",NA,"Calm2_Scn4a"
"CALM2_TRPC5","CALM2_TRPC5","CALM2","Calm2","Trpc5",NA,NA,NA,NA,"celltalkdb_15987684",NA,"Calm2_Trpc5"
"CALM3_ADCY8","CALM3_ADCY8","CALM3","Calm3","Adcy8",NA,NA,NA,NA,"celltalkdb_24071896",NA,"Calm3_Adcy8"
"CALM3_GRM7","CALM3_GRM7","CALM3","Calm3","Grm7",NA,NA,NA,NA,"celltalkdb_10488094",NA,"Calm3_Grm7"
"CALM3_KCNQ3","CALM3_KCNQ3","CALM3","Calm3","Kcnq3",NA,NA,NA,NA,"celltalkdb_12223552",NA,"Calm3_Kcnq3"
"CALM3_MYLK","CALM3_MYLK","CALM3","Calm3","Mylk",NA,NA,NA,NA,"celltalkdb_14597710",NA,"Calm3_Mylk"
"CALM3_SCN10A","CALM3_SCN10A","CALM3","Calm3","Scn10a",NA,NA,NA,NA,"celltalkdb_16598065",NA,"Calm3_Scn10a"
"CALM3_SCN4A","CALM3_SCN4A","CALM3","Calm3","Scn4a",NA,NA,NA,NA,"celltalkdb_12967988",NA,"Calm3_Scn4a"
"CALM3_TRPC5","CALM3_TRPC5","CALM3","Calm3","Trpc5",NA,NA,NA,NA,"celltalkdb_15987684",NA,"Calm3_Trpc5"
"CALML3_KCNQ1","CALML3_KCNQ1","CALML3","Calml3","Kcnq1",NA,NA,NA,NA,"celltalkdb_26184980",NA,"Calml3_Kcnq1"
"CALR_LRP1","CALR_LRP1","CALR","Calr","Lrp1",NA,NA,NA,NA,"celltalkdb_22045000,22234309",NA,"Calr_Lrp1"
"CALR_MPL","CALR_MPL","CALR","Calr","Mpl",NA,NA,NA,NA,"celltalkdb_26951227,29288169,28741795",NA,"Calr_Mpl"
"CALR_SCARF1","CALR_SCARF1","CALR","Calr","Scarf1",NA,NA,NA,NA,"celltalkdb_15371419",NA,"Calr_Scarf1"
"CAMP_P2RX7","CAMP_P2RX7","CAMP","Camp","P2rx7",NA,NA,NA,NA,"celltalkdb_30847383",NA,"Camp_P2rx7"
"CATG_FPR1","CATG_FPR1","Ctsg","Ctsg","Fpr1",NA,NA,NA,NA,"cellphonedb_GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)",NA,"Catg_Fpr1"
"Ctsg_F2rl3","Ctsg_F2rl3","Ctsg","Ctsg","F2rl3",NA,NA,NA,NA,"cellphonedb_GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)",NA,"Catg_Par4"
"CCKN_CCKAR","CCKN_CCKAR","Cck","Cck","Cckar",NA,NA,NA,NA,"cellphonedb_uniprot;HMRbase;reactome",NA,"Cckn_Cckar"
"Cck_Cckbr","Cck_Cckbr","Cck","Cck","Cckbr",NA,NA,NA,NA,"cellphonedb_uniprot;HMRbase;reactome",NA,"Cckn_Gasr"
"CCK_CCKAR1","CCK_CCKAR","CCK","Cck","Cckar",NA,NA,NA,NA,"celltalkdb_10368033",NA,"Cck_Cckar"
"CCK_CCKBR1","CCK_CCKBR","CCK","Cck","Cckbr",NA,NA,NA,NA,"celltalkdb_10368033",NA,"Cck_Cckbr"
"CCL11_ACKR21","CCL11_ACKR2","CCL11","Ccl11","Ackr2",NA,NA,NA,NA,"celltalkdb_9405404, cellphonedb_PMID:24218476",NA,"Ccl11_Ackr2"
"CCL11_ACKR4","CCL11_ACKR4","CCL11","Ccl11","Ackr4",NA,NA,NA,NA,"celltalkdb_10734104",NA,"Ccl11_Ackr4"
"CCL11_CCR2","CCL11_CCR2","CCL11","Ccl11","Ccr2",NA,NA,NA,NA,"celltalkdb_11264152",NA,"Ccl11_Ccr2"
"CCL11_CCR31","CCL11_CCR3","CCL11","Ccl11","Ccr3",NA,NA,NA,NA,"celltalkdb_8687456,11892090, cellphonedb_PMID:24218476",NA,"Ccl11_Ccr3"
"CCL11_CCR5","CCL11_CCR5","CCL11","Ccl11","Ccr5",NA,NA,NA,NA,"celltalkdb_11264152",NA,"Ccl11_Ccr5"
"CCL11_CXCR3","CCL11_CXCR3","CCL11","Ccl11","Cxcr3",NA,NA,NA,NA,"celltalkdb_12884299",NA,"Ccl11_Cxcr3"
"CCL11_DPP4","CCL11_DPP4","CCL11","Ccl11","Dpp4",NA,NA,NA,NA,"cellphonedb_PMID:24218476",NA,"Ccl11_Dpp4"
"CCL12_CCR21","CCL12_CCR2","CCL12","Ccl12","Ccr2",NA,NA,NA,NA,"celltalkdb_10714678",NA,"Ccl12_Ccr2"
"CCL12_CCR4","CCL12_CCR4","CCL12","Ccl12","Ccr4",NA,NA,NA,NA,"celltalkdb_29858743",NA,"Ccl12_Ccr4"
"CCL13_ACKR2","CCL13_ACKR2","CCL13","Ccl13","Ackr2",NA,NA,NA,NA,"cellphonedb_PMID:24218476",NA,"Ccl13_Ackr2"
"CCL13_CCR2","CCL13_CCR2","CCL13","Ccl13","Ccr2",NA,NA,NA,NA,"cellphonedb_PMID:24218476",NA,"Ccl13_Ccr2"
"CCL13_CCR3","CCL13_CCR3","CCL13","Ccl13","Ccr3",NA,NA,NA,NA,"cellphonedb_PMID:24218476",NA,"Ccl13_Ccr3"
"CCL14_ACKR2","CCL14_ACKR2","CCL14","Ccl14","Ackr2",NA,NA,NA,NA,"cellphonedb_PMID:24218476",NA,"Ccl14_Ackr2"
"CCL14_CCR1","CCL14_CCR1","CCL14","Ccl14","Ccr1",NA,NA,NA,NA,"cellphonedb_PMID:24218476",NA,"Ccl14_Ccr1"
"CCL14_CCR3","CCL14_CCR3","CCL14","Ccl14","Ccr3",NA,NA,NA,NA,"cellphonedb_PMID:24218476",NA,"Ccl14_Ccr3"
"CCL15_CCR1","CCL15_CCR1","CCL15","Ccl15","Ccr1",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Ccl15_Ccr1"
"CCL15_CCR3","CCL15_CCR3","CCL15","Ccl15","Ccr3",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Ccl15_Ccr3"
"CCL16_CCR1","CCL16_CCR1","CCL16","Ccl16","Ccr1",NA,NA,NA,NA,"cellphonedb_PMID:24218476",NA,"Ccl16_Ccr1"
"CCL16_CCR2","CCL16_CCR2","CCL16","Ccl16","Ccr2",NA,NA,NA,NA,"cellphonedb_PMID:24218476",NA,"Ccl16_Ccr2"
"CCL16_CCR8","CCL16_CCR8","CCL16","Ccl16","Ccr8",NA,NA,NA,NA,"cellphonedb_uniprot;reactome",NA,"Ccl16_Ccr8"
"CCL16_HRH4","CCL16_HRH4","CCL16","Ccl16","Hrh4",NA,NA,NA,NA,"cellphonedb_PMID:15265943",NA,"Ccl16_Hrh4"
"CCL17_ACKR11","CCL17_ACKR1","CCL17","Ccl17","Ackr1",NA,NA,NA,NA,"celltalkdb_10699158",NA,"Ccl17_Ackr1"
"CCL17_ACKR21","CCL17_ACKR2","CCL17","Ccl17","Ackr2",NA,NA,NA,NA,"celltalkdb_15067078,10699158",NA,"Ccl17_Ackr2"
"CCL17_CCR41","CCL17_CCR4","CCL17","Ccl17","Ccr4",NA,NA,NA,NA,"celltalkdb_10508268,10699158, cellphonedb_PMID:24218476",NA,"Ccl17_Ccr4"
"CCL17_CCR8","CCL17_CCR8","CCL17","Ccl17","Ccr8",NA,NA,NA,NA,"celltalkdb_12050190,10699158",NA,"Ccl17_Ccr8"
"CCL18_CCR8","CCL18_CCR8","CCL18","Ccl18","Ccr8",NA,NA,NA,NA,"cellphonedb_PMID:24218476",NA,"Ccl18_Ccr8"
"CCL19_ACKR41","CCL19_ACKR4","CCL19","Ccl19","Ackr4",NA,NA,NA,NA,"celltalkdb_11981810, cellphonedb_PMID:24218476",NA,"Ccl19_Ackr4"
"CCL19_CCR71","CCL19_CCR7","CCL19","Ccl19","Ccr7",NA,NA,NA,NA,"celltalkdb_11342595, cellphonedb_PMID:24218476",NA,"Ccl19_Ccr7"
"CCL19_CCRL2","CCL19_CCRL2","CCL19","Ccl19","Ccrl2",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Ccl19_Ccrl2"
"CCL19_CXCR3","CCL19_CXCR3","CCL19","Ccl19","Cxcr3",NA,NA,NA,NA,"celltalkdb_21611855",NA,"Ccl19_Cxcr3"
"CCL1_CCR81","CCL1_CCR8","CCL1","Ccl1","Ccr8",NA,NA,NA,NA,"celltalkdb_9469461,10699158,24218476, cellphonedb_PMID:24218476",NA,"Ccl1_Ccr8"
"CCL20_CCR61","CCL20_CCR6","CCL20","Ccl20","Ccr6",NA,NA,NA,NA,"celltalkdb_24218476, cellphonedb_PMID:24218476",NA,"Ccl20_Ccr6"
"CCL20_CXCR3","CCL20_CXCR3","CCL20","Ccl20","Cxcr3",NA,NA,NA,NA,"celltalkdb_10556837",NA,"Ccl20_Cxcr3"
"CCL21A_ACKR2","CCL21A_ACKR2","CCL21A","Ccl21a","Ackr2",NA,NA,NA,NA,"celltalkdb_10706668",NA,"Ccl21a_Ackr2"
"CCL21A_CCR71","CCL21A_CCR7","CCL21A","Ccl21a","Ccr7",NA,NA,NA,NA,"celltalkdb_28611158,10699158",NA,"Ccl21a_Ccr7"
"CCL21A_CXCR3","CCL21A_CXCR3","CCL21A","Ccl21a","Cxcr3",NA,NA,NA,NA,"celltalkdb_10201891,10556837",NA,"Ccl21a_Cxcr3"
"CCL21B_CCR71","CCL21B_CCR7","CCL21B","Ccl21b","Ccr7",NA,NA,NA,NA,"celltalkdb_18087238",NA,"Ccl21b_Ccr7"
"CCL21B_CXCR3","CCL21B_CXCR3","CCL21B","Ccl21b","Cxcr3",NA,NA,NA,NA,"celltalkdb_10201891,10556837",NA,"Ccl21b_Cxcr3"
"CCL21C_CCR71","CCL21C_CCR7","CCL21C","Ccl21c","Ccr7",NA,NA,NA,NA,"celltalkdb_10072485",NA,"Ccl21c_Ccr7"
"CCL21C_CXCR3","CCL21C_CXCR3","CCL21C","Ccl21c","Cxcr3",NA,NA,NA,NA,"celltalkdb_9653165,11225989",NA,"Ccl21c_Cxcr3"
"CCL21D_CCR7","CCL21D_CCR7","CCL21D","Ccl21d","Ccr7",NA,NA,NA,NA,"celltalkdb_28275068",NA,"Ccl21d_Ccr7"
"CCL21D_CXCR3","CCL21D_CXCR3","CCL21D","Ccl21d","Cxcr3",NA,NA,NA,NA,"celltalkdb_19401230",NA,"Ccl21d_Cxcr3"
"CCL21_ACKR4","CCL21_ACKR4","CCL21","Ccl21","Ackr4",NA,NA,NA,NA,"cellphonedb_PMID:24218476",NA,"Ccl21_Ackr4"
"CCL21_CCR7","CCL21_CCR7","CCL21","Ccl21","Ccr7",NA,NA,NA,NA,"cellphonedb_PMID:24218476",NA,"Ccl21_Ccr7"
"CCL22_ACKR21","CCL22_ACKR2","CCL22","Ccl22","Ackr2",NA,NA,NA,NA,"celltalkdb_15067078,10699158",NA,"Ccl22_Ackr2"
"CCL22_CCR41","CCL22_CCR4","CCL22","Ccl22","Ccr4",NA,NA,NA,NA,"celltalkdb_10508268,10699158,24218476, cellphonedb_PMID:24218476",NA,"Ccl22_Ccr4"
"CCL22_DPP4","CCL22_DPP4","CCL22","Ccl22","Dpp4",NA,NA,NA,NA,"celltalkdb_24218476, cellphonedb_PMID:24218476",NA,"Ccl22_Dpp4"
"CCL23_CCR1","CCL23_CCR1","CCL23","Ccl23","Ccr1",NA,NA,NA,NA,"cellphonedb_PMID:24218476",NA,"Ccl23_Ccr1"
"CCL23_FPR2","CCL23_FPR2","CCL23","Ccl23","Fpr2",NA,NA,NA,NA,"cellphonedb_reactome",NA,"Ccl23_Fpr2"
"CCL24_ACKR21","CCL24_ACKR2","CCL24","Ccl24","Ackr2",NA,NA,NA,NA,"celltalkdb_10699158",NA,"Ccl24_Ackr2"
"CCL24_CCR2","CCL24_CCR2","CCL24","Ccl24","Ccr2",NA,NA,NA,NA,"celltalkdb_9365122",NA,"Ccl24_Ccr2"
"CCL24_CCR31","CCL24_CCR3","CCL24","Ccl24","Ccr3",NA,NA,NA,NA,"celltalkdb_9365122, cellphonedb_PMID:24218476",NA,"Ccl24_Ccr3"
"CCL25_ACKR2","CCL25_ACKR2","CCL25","Ccl25","Ackr2",NA,NA,NA,NA,"celltalkdb_23152546",NA,"Ccl25_Ackr2"
"CCL25_ACKR41","CCL25_ACKR4","CCL25","Ccl25","Ackr4",NA,NA,NA,NA,"celltalkdb_25521433,29760193,19383822, cellphonedb_PMID:24218476",NA,"Ccl25_Ackr4"
"CCL25_CCR91","CCL25_CCR9","CCL25","Ccl25","Ccr9",NA,NA,NA,NA,"celltalkdb_10229797,10699158, cellphonedb_PMID:24218476",NA,"Ccl25_Ccr9"
"CCL26_CCR1","CCL26_CCR1","CCL26","Ccl26","Ccr1",NA,NA,NA,NA,"cellphonedb_PMID:24218476",NA,"Ccl26_Ccr1"
"CCL26_CCR2","CCL26_CCR2","CCL26","Ccl26","Ccr2",NA,NA,NA,NA,"celltalkdb_24218476, cellphonedb_PMID:24218476",NA,"Ccl26_Ccr2"
